facility_name,state,measure_name,excess_readmission_ratio,predicted_readmission_rate,expected_readmission_rate,number_of_readmissions,heart_failure,heart_attack,copd,pneumonia,cabg,hip_knee_replacement
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,NJ,READM-30-HF-HRRP,0.9569,17.7479,18.5480,50,1,0,0,0,0,0
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,NJ,READM-30-COPD-HRRP,0.9831,16.9697,17.2607,Too Few to Report,0,0,1,0,0,0
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,NJ,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,NJ,READM-30-AMI-HRRP,0.9943,16.5684,16.6636,Too Few to Report,0,1,0,0,0,0
CAREPOINT HEALTH - BAYONNE MEDICAL CENTER,NJ,READM-30-PN-HRRP,1.0369,19.6798,18.9792,38,0,0,0,1,0,0
CAREPOINT HEALTH - BAYONNE MEDICAL CENTER,NJ,READM-30-HF-HRRP,1.0080,21.4574,21.2876,51,1,0,0,0,0,0
CAREPOINT HEALTH - BAYONNE MEDICAL CENTER,NJ,READM-30-COPD-HRRP,1.0325,20.3982,19.7569,21,0,0,1,0,0,0
CAREPOINT HEALTH - BAYONNE MEDICAL CENTER,NJ,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
CAREPOINT HEALTH - BAYONNE MEDICAL CENTER,NJ,READM-30-AMI-HRRP,1.1057,18.9465,17.1354,21,0,1,0,0,0,0
TRINITAS REGIONAL MEDICAL CENTER,NJ,READM-30-PN-HRRP,1.0541,17.4130,16.5197,24,0,0,0,1,0,0
TRINITAS REGIONAL MEDICAL CENTER,NJ,READM-30-HF-HRRP,1.0826,21.9247,20.2515,45,1,0,0,0,0,0
TRINITAS REGIONAL MEDICAL CENTER,NJ,READM-30-COPD-HRRP,1.0320,17.8247,17.2713,11,0,0,1,0,0,0
TRINITAS REGIONAL MEDICAL CENTER,NJ,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
TRINITAS REGIONAL MEDICAL CENTER,NJ,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
NEWTON MEDICAL CENTER,NJ,READM-30-PN-HRRP,0.9375,15.0347,16.0371,68,0,0,0,1,0,0
NEWTON MEDICAL CENTER,NJ,READM-30-HF-HRRP,0.9383,19.7564,21.0552,99,1,0,0,0,0,0
NEWTON MEDICAL CENTER,NJ,READM-30-COPD-HRRP,0.9805,16.9412,17.2784,31,0,0,1,0,0,0
NEWTON MEDICAL CENTER,NJ,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
NEWTON MEDICAL CENTER,NJ,READM-30-AMI-HRRP,1.0229,14.1892,13.8710,15,0,1,0,0,0,0
VIRTUA OUR LADY OF LOURDES HOSPITAL,NJ,READM-30-PN-HRRP,1.0471,16.9880,16.2244,31,0,0,0,1,0,0
VIRTUA OUR LADY OF LOURDES HOSPITAL,NJ,READM-30-HF-HRRP,1.0509,20.0606,19.0890,106,1,0,0,0,0,0
VIRTUA OUR LADY OF LOURDES HOSPITAL,NJ,READM-30-COPD-HRRP,1.1333,20.4170,18.0150,32,0,0,1,0,0,0
VIRTUA OUR LADY OF LOURDES HOSPITAL,NJ,READM-30-CABG-HRRP,0.9014,10.0616,11.1624,16,0,0,0,0,1,0
VIRTUA OUR LADY OF LOURDES HOSPITAL,NJ,READM-30-AMI-HRRP,1.0061,14.6530,14.5646,57,0,1,0,0,0,0
DEBORAH HEART AND LUNG CENTER,NJ,READM-30-PN-HRRP,1.0559,18.2856,17.3179,20,0,0,0,1,0,0
DEBORAH HEART AND LUNG CENTER,NJ,READM-30-HF-HRRP,0.9667,19.0737,19.7315,97,1,0,0,0,0,0
DEBORAH HEART AND LUNG CENTER,NJ,READM-30-COPD-HRRP,1.0063,19.0161,18.8961,Too Few to Report,0,0,1,0,0,0
DEBORAH HEART AND LUNG CENTER,NJ,READM-30-CABG-HRRP,1.0905,11.1316,10.2077,17,0,0,0,0,1,0
DEBORAH HEART AND LUNG CENTER,NJ,READM-30-AMI-HRRP,1.0514,14.4117,13.7070,37,0,1,0,0,0,0
INSPIRA MEDICAL CENTER VINELAND,NJ,READM-30-PN-HRRP,1.2089,20.4931,16.9523,119,0,0,0,1,0,0
INSPIRA MEDICAL CENTER VINELAND,NJ,READM-30-HF-HRRP,1.1829,23.7360,20.0654,171,1,0,0,0,0,0
INSPIRA MEDICAL CENTER VINELAND,NJ,READM-30-COPD-HRRP,1.1424,21.8593,19.1353,81,0,0,1,0,0,0
INSPIRA MEDICAL CENTER VINELAND,NJ,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
INSPIRA MEDICAL CENTER VINELAND,NJ,READM-30-AMI-HRRP,1.0588,16.9666,16.0246,30,0,1,0,0,0,0
RIVERVIEW MEDICAL CENTER,NJ,READM-30-PN-HRRP,0.8555,14.4419,16.8812,49,0,0,0,1,0,0
RIVERVIEW MEDICAL CENTER,NJ,READM-30-HF-HRRP,1.0152,20.6161,20.3083,99,1,0,0,0,0,0
RIVERVIEW MEDICAL CENTER,NJ,READM-30-COPD-HRRP,1.0900,21.5764,19.7948,40,0,0,1,0,0,0
RIVERVIEW MEDICAL CENTER,NJ,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
RIVERVIEW MEDICAL CENTER,NJ,READM-30-AMI-HRRP,0.9653,12.2707,12.7123,16,0,1,0,0,0,0
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,NJ,READM-30-PN-HRRP,1.0232,17.8601,17.4547,100,0,0,0,1,0,0
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,NJ,READM-30-HF-HRRP,0.9437,18.8681,19.9947,198,1,0,0,0,0,0
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,NJ,READM-30-COPD-HRRP,0.9888,17.7926,17.9949,26,0,0,1,0,0,0
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,NJ,READM-30-CABG-HRRP,1.3451,15.0795,11.2105,62,0,0,0,0,1,0
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,NJ,READM-30-AMI-HRRP,1.2288,18.1156,14.7428,107,0,1,0,0,0,0
RARITAN BAY MEDICAL CENTER,NJ,READM-30-PN-HRRP,1.0054,17.4836,17.3894,78,0,0,0,1,0,0
RARITAN BAY MEDICAL CENTER,NJ,READM-30-HF-HRRP,1.0778,21.7210,20.1535,104,1,0,0,0,0,0
RARITAN BAY MEDICAL CENTER,NJ,READM-30-COPD-HRRP,1.0714,19.9320,18.6033,43,0,0,1,0,0,0
RARITAN BAY MEDICAL CENTER,NJ,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
RARITAN BAY MEDICAL CENTER,NJ,READM-30-AMI-HRRP,0.9954,15.7017,15.7745,15,0,1,0,0,0,0
CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER,NJ,READM-30-PN-HRRP,1.0583,19.3048,18.2416,17,0,0,0,1,0,0
CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER,NJ,READM-30-HF-HRRP,1.0573,21.1828,20.0350,18,1,0,0,0,0,0
CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER,NJ,READM-30-COPD-HRRP,0.9930,17.5162,17.6388,Too Few to Report,0,0,1,0,0,0
CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER,NJ,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER,NJ,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
COMMUNITY MEDICAL CENTER,NJ,READM-30-PN-HRRP,1.1719,19.4523,16.5985,268,0,0,0,1,0,0
COMMUNITY MEDICAL CENTER,NJ,READM-30-HF-HRRP,1.1745,22.4417,19.1078,286,1,0,0,0,0,0
COMMUNITY MEDICAL CENTER,NJ,READM-30-COPD-HRRP,1.1353,20.7455,18.2732,98,0,0,1,0,0,0
COMMUNITY MEDICAL CENTER,NJ,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
COMMUNITY MEDICAL CENTER,NJ,READM-30-AMI-HRRP,1.1514,15.5526,13.5071,77,0,1,0,0,0,0
CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,NJ,READM-30-PN-HRRP,0.9355,13.6925,14.6366,33,0,0,0,1,0,0
CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,NJ,READM-30-HF-HRRP,1.0719,19.4928,18.1853,68,1,0,0,0,0,0
CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,NJ,READM-30-COPD-HRRP,1.0387,17.9924,17.3223,16,0,0,1,0,0,0
CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,NJ,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,NJ,READM-30-AMI-HRRP,0.9558,11.2540,11.7749,Too Few to Report,0,1,0,0,0,0
ENGLEWOOD HOSPITAL AND MEDICAL CENTER,NJ,READM-30-PN-HRRP,1.0731,16.0940,14.9974,101,0,0,0,1,0,0
ENGLEWOOD HOSPITAL AND MEDICAL CENTER,NJ,READM-30-HF-HRRP,0.9607,16.8931,17.5843,102,1,0,0,0,0,0
ENGLEWOOD HOSPITAL AND MEDICAL CENTER,NJ,READM-30-COPD-HRRP,1.1453,21.1192,18.4392,32,0,0,1,0,0,0
ENGLEWOOD HOSPITAL AND MEDICAL CENTER,NJ,READM-30-CABG-HRRP,0.9137,8.7907,9.6207,Too Few to Report,0,0,0,0,1,0
ENGLEWOOD HOSPITAL AND MEDICAL CENTER,NJ,READM-30-AMI-HRRP,1.1394,15.2166,13.3552,48,0,1,0,0,0,0
SHORE MEDICAL CENTER,NJ,READM-30-PN-HRRP,1.0102,15.8369,15.6772,71,0,0,0,1,0,0
SHORE MEDICAL CENTER,NJ,READM-30-HF-HRRP,1.0743,18.9787,17.6661,82,1,0,0,0,0,0
SHORE MEDICAL CENTER,NJ,READM-30-COPD-HRRP,1.0453,18.2127,17.4242,22,0,0,1,0,0,0
SHORE MEDICAL CENTER,NJ,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
SHORE MEDICAL CENTER,NJ,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL - SOMERSET,NJ,READM-30-PN-HRRP,1.1221,18.6185,16.5929,123,0,0,0,1,0,0
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL - SOMERSET,NJ,READM-30-HF-HRRP,1.0722,20.5000,19.1197,164,1,0,0,0,0,0
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL - SOMERSET,NJ,READM-30-COPD-HRRP,1.0259,17.3413,16.9029,30,0,0,1,0,0,0
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL - SOMERSET,NJ,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL - SOMERSET,NJ,READM-30-AMI-HRRP,1.0233,14.1987,13.8756,19,0,1,0,0,0,0
SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS,NJ,READM-30-PN-HRRP,1.0747,16.3991,15.2593,88,0,0,0,1,0,0
SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS,NJ,READM-30-HF-HRRP,1.1529,21.1562,18.3500,119,1,0,0,0,0,0
SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS,NJ,READM-30-COPD-HRRP,0.9238,15.4888,16.7664,14,0,0,1,0,0,0
SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS,NJ,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS,NJ,READM-30-AMI-HRRP,1.0471,14.9357,14.2634,23,0,1,0,0,0,0
OVERLOOK MEDICAL CENTER,NJ,READM-30-PN-HRRP,0.8804,13.8911,15.7778,91,0,0,0,1,0,0
OVERLOOK MEDICAL CENTER,NJ,READM-30-HF-HRRP,0.8557,15.7314,18.3845,111,1,0,0,0,0,0
OVERLOOK MEDICAL CENTER,NJ,READM-30-COPD-HRRP,0.9092,16.0674,17.6718,19,0,0,1,0,0,0
OVERLOOK MEDICAL CENTER,NJ,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
OVERLOOK MEDICAL CENTER,NJ,READM-30-AMI-HRRP,0.9786,12.4369,12.7083,20,0,1,0,0,0,0
OCEAN MEDICAL CENTER,NJ,READM-30-PN-HRRP,1.0371,17.9250,17.2842,159,0,0,0,1,0,0
OCEAN MEDICAL CENTER,NJ,READM-30-HF-HRRP,0.8651,17.8670,20.6543,171,1,0,0,0,0,0
OCEAN MEDICAL CENTER,NJ,READM-30-COPD-HRRP,1.0122,19.6224,19.3858,82,0,0,1,0,0,0
OCEAN MEDICAL CENTER,NJ,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
OCEAN MEDICAL CENTER,NJ,READM-30-AMI-HRRP,1.0259,14.4338,14.0695,34,0,1,0,0,0,0
HACKENSACK MERIDIAN MOUNTAINSIDE MEDICAL,NJ,READM-30-PN-HRRP,0.9898,16.4912,16.6609,59,0,0,0,1,0,0
HACKENSACK MERIDIAN MOUNTAINSIDE MEDICAL,NJ,READM-30-HF-HRRP,0.9898,19.5321,19.7329,86,1,0,0,0,0,0
HACKENSACK MERIDIAN MOUNTAINSIDE MEDICAL,NJ,READM-30-COPD-HRRP,1.0546,19.5186,18.5077,32,0,0,1,0,0,0
HACKENSACK MERIDIAN MOUNTAINSIDE MEDICAL,NJ,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
HACKENSACK MERIDIAN MOUNTAINSIDE MEDICAL,NJ,READM-30-AMI-HRRP,1.0133,14.3844,14.1958,12,0,1,0,0,0,0
VIRTUA MOUNT HOLLY HOSPITAL,NJ,READM-30-PN-HRRP,1.0572,16.0670,15.1973,73,0,0,0,1,0,0
VIRTUA MOUNT HOLLY HOSPITAL,NJ,READM-30-HF-HRRP,0.9990,19.1785,19.1978,101,1,0,0,0,0,0
VIRTUA MOUNT HOLLY HOSPITAL,NJ,READM-30-COPD-HRRP,1.0324,19.9917,19.3633,38,0,0,1,0,0,0
VIRTUA MOUNT HOLLY HOSPITAL,NJ,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
VIRTUA MOUNT HOLLY HOSPITAL,NJ,READM-30-AMI-HRRP,0.9188,12.9686,14.1148,Too Few to Report,0,1,0,0,0,0
BERGEN NEW BRIDGE MEDICAL CENTER,NJ,READM-30-PN-HRRP,1.0361,17.0999,16.5034,12,0,0,0,1,0,0
BERGEN NEW BRIDGE MEDICAL CENTER,NJ,READM-30-HF-HRRP,N/A,N/A,N/A,N/A,1,0,0,0,0,0
BERGEN NEW BRIDGE MEDICAL CENTER,NJ,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A,0,0,1,0,0,0
BERGEN NEW BRIDGE MEDICAL CENTER,NJ,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
BERGEN NEW BRIDGE MEDICAL CENTER,NJ,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
ST LUKE'S WARREN HOSPITAL,NJ,READM-30-PN-HRRP,1.0518,17.9968,17.1110,40,0,0,0,1,0,0
ST LUKE'S WARREN HOSPITAL,NJ,READM-30-HF-HRRP,1.1745,22.8063,19.4184,100,1,0,0,0,0,0
ST LUKE'S WARREN HOSPITAL,NJ,READM-30-COPD-HRRP,1.0460,20.4939,19.5920,25,0,0,1,0,0,0
ST LUKE'S WARREN HOSPITAL,NJ,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
ST LUKE'S WARREN HOSPITAL,NJ,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
VIRTUA WILLINGBORO HOSPITAL,NJ,READM-30-PN-HRRP,1.0096,16.0987,15.9455,19,0,0,0,1,0,0
VIRTUA WILLINGBORO HOSPITAL,NJ,READM-30-HF-HRRP,1.1216,21.1239,18.8335,43,1,0,0,0,0,0
VIRTUA WILLINGBORO HOSPITAL,NJ,READM-30-COPD-HRRP,1.1419,22.0435,19.3048,28,0,0,1,0,0,0
VIRTUA WILLINGBORO HOSPITAL,NJ,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
VIRTUA WILLINGBORO HOSPITAL,NJ,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,NJ,READM-30-PN-HRRP,0.9433,15.8093,16.7596,83,0,0,0,1,0,0
ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,NJ,READM-30-HF-HRRP,1.0428,21.7775,20.8840,194,1,0,0,0,0,0
ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,NJ,READM-30-COPD-HRRP,1.0420,19.9064,19.1040,41,0,0,1,0,0,0
ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,NJ,READM-30-CABG-HRRP,1.0036,10.1888,10.1524,Too Few to Report,0,0,0,0,1,0
ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,NJ,READM-30-AMI-HRRP,1.0346,14.3024,13.8236,64,0,1,0,0,0,0
INSPIRA MEDICAL CENTER MULLICA HILL,NJ,READM-30-PN-HRRP,1.0207,15.7476,15.4285,82,0,0,0,1,0,0
INSPIRA MEDICAL CENTER MULLICA HILL,NJ,READM-30-HF-HRRP,1.1366,21.2773,18.7195,148,1,0,0,0,0,0
INSPIRA MEDICAL CENTER MULLICA HILL,NJ,READM-30-COPD-HRRP,0.9906,18.4809,18.6560,58,0,0,1,0,0,0
INSPIRA MEDICAL CENTER MULLICA HILL,NJ,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
INSPIRA MEDICAL CENTER MULLICA HILL,NJ,READM-30-AMI-HRRP,1.1255,13.7415,12.2094,28,0,1,0,0,0,0
SAINT PETER'S UNIVERSITY HOSPITAL,NJ,READM-30-PN-HRRP,1.0792,16.7159,15.4890,58,0,0,0,1,0,0
SAINT PETER'S UNIVERSITY HOSPITAL,NJ,READM-30-HF-HRRP,0.9624,17.0127,17.6770,53,1,0,0,0,0,0
SAINT PETER'S UNIVERSITY HOSPITAL,NJ,READM-30-COPD-HRRP,0.9603,15.6158,16.2619,16,0,0,1,0,0,0
SAINT PETER'S UNIVERSITY HOSPITAL,NJ,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
SAINT PETER'S UNIVERSITY HOSPITAL,NJ,READM-30-AMI-HRRP,0.9915,13.8852,14.0041,Too Few to Report,0,1,0,0,0,0
JERSEY SHORE UNIVERSITY MEDICAL CENTER,NJ,READM-30-PN-HRRP,1.0176,17.4641,17.1616,139,0,0,0,1,0,0
JERSEY SHORE UNIVERSITY MEDICAL CENTER,NJ,READM-30-HF-HRRP,1.0334,21.5305,20.8351,363,1,0,0,0,0,0
JERSEY SHORE UNIVERSITY MEDICAL CENTER,NJ,READM-30-COPD-HRRP,0.9704,19.9728,20.5828,59,0,0,1,0,0,0
JERSEY SHORE UNIVERSITY MEDICAL CENTER,NJ,READM-30-CABG-HRRP,0.9769,10.2985,10.5423,43,0,0,0,0,1,0
JERSEY SHORE UNIVERSITY MEDICAL CENTER,NJ,READM-30-AMI-HRRP,1.0758,15.6299,14.5281,138,0,1,0,0,0,0
JERSEY CITY MEDICAL CENTER,NJ,READM-30-PN-HRRP,0.9784,15.8627,16.2132,22,0,0,0,1,0,0
JERSEY CITY MEDICAL CENTER,NJ,READM-30-HF-HRRP,1.0261,21.8877,21.3307,45,1,0,0,0,0,0
JERSEY CITY MEDICAL CENTER,NJ,READM-30-COPD-HRRP,1.0813,19.3182,17.8651,17,0,0,1,0,0,0
JERSEY CITY MEDICAL CENTER,NJ,READM-30-CABG-HRRP,0.8875,9.7520,10.9881,Too Few to Report,0,0,0,0,1,0
JERSEY CITY MEDICAL CENTER,NJ,READM-30-AMI-HRRP,1.0130,14.3695,14.1845,15,0,1,0,0,0,0
MONMOUTH MEDICAL CENTER,NJ,READM-30-PN-HRRP,1.1172,16.4202,14.6980,46,0,0,0,1,0,0
MONMOUTH MEDICAL CENTER,NJ,READM-30-HF-HRRP,0.9239,17.0525,18.4580,36,1,0,0,0,0,0
MONMOUTH MEDICAL CENTER,NJ,READM-30-COPD-HRRP,1.0110,17.6806,17.4885,18,0,0,1,0,0,0
MONMOUTH MEDICAL CENTER,NJ,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
MONMOUTH MEDICAL CENTER,NJ,READM-30-AMI-HRRP,0.9998,13.8578,13.8601,Too Few to Report,0,1,0,0,0,0
COOPERMAN BARNABAS MEDICAL CENTER,NJ,READM-30-PN-HRRP,0.9805,15.2237,15.5261,85,0,0,0,1,0,0
COOPERMAN BARNABAS MEDICAL CENTER,NJ,READM-30-HF-HRRP,0.9925,19.0899,19.2346,131,1,0,0,0,0,0
COOPERMAN BARNABAS MEDICAL CENTER,NJ,READM-30-COPD-HRRP,1.0544,18.3836,17.4354,29,0,0,1,0,0,0
COOPERMAN BARNABAS MEDICAL CENTER,NJ,READM-30-CABG-HRRP,1.0327,11.5115,11.1468,15,0,0,0,0,1,0
COOPERMAN BARNABAS MEDICAL CENTER,NJ,READM-30-AMI-HRRP,1.1495,16.2707,14.1550,33,0,1,0,0,0,0
CAREWELL HEALTH MEDICAL CENTER,NJ,READM-30-PN-HRRP,1.1332,23.5009,20.7390,30,0,0,0,1,0,0
CAREWELL HEALTH MEDICAL CENTER,NJ,READM-30-HF-HRRP,1.0960,20.2415,18.4681,17,1,0,0,0,0,0
CAREWELL HEALTH MEDICAL CENTER,NJ,READM-30-COPD-HRRP,0.9967,19.4897,19.5547,Too Few to Report,0,0,1,0,0,0
CAREWELL HEALTH MEDICAL CENTER,NJ,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
CAREWELL HEALTH MEDICAL CENTER,NJ,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS,NJ,READM-30-PN-HRRP,1.1371,19.0184,16.7257,89,0,0,0,1,0,0
MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS,NJ,READM-30-HF-HRRP,1.0969,22.1169,20.1624,56,1,0,0,0,0,0
MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS,NJ,READM-30-COPD-HRRP,1.0214,18.3610,17.9764,16,0,0,1,0,0,0
MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS,NJ,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS,NJ,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
JEFFERSON STRATFORD HOSPITAL,NJ,READM-30-PN-HRRP,1.1815,19.3955,16.4159,134,0,0,0,1,0,0
JEFFERSON STRATFORD HOSPITAL,NJ,READM-30-HF-HRRP,1.1580,22.3240,19.2785,284,1,0,0,0,0,0
JEFFERSON STRATFORD HOSPITAL,NJ,READM-30-COPD-HRRP,1.1406,21.0494,18.4543,94,0,0,1,0,0,0
JEFFERSON STRATFORD HOSPITAL,NJ,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
JEFFERSON STRATFORD HOSPITAL,NJ,READM-30-AMI-HRRP,0.9939,14.7078,14.7975,25,0,1,0,0,0,0
CAPITAL HEALTH REGIONAL MEDICAL CENTER,NJ,READM-30-PN-HRRP,0.9575,16.2467,16.9676,18,0,0,0,1,0,0
CAPITAL HEALTH REGIONAL MEDICAL CENTER,NJ,READM-30-HF-HRRP,1.0530,22.7225,21.5784,34,1,0,0,0,0,0
CAPITAL HEALTH REGIONAL MEDICAL CENTER,NJ,READM-30-COPD-HRRP,0.9845,19.5901,19.8994,Too Few to Report,0,0,1,0,0,0
CAPITAL HEALTH REGIONAL MEDICAL CENTER,NJ,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
CAPITAL HEALTH REGIONAL MEDICAL CENTER,NJ,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
SAINT MICHAEL'S MEDICAL CENTER,NJ,READM-30-PN-HRRP,1.0122,18.2592,18.0389,14,0,0,0,1,0,0
SAINT MICHAEL'S MEDICAL CENTER,NJ,READM-30-HF-HRRP,0.9986,20.7585,20.7875,30,1,0,0,0,0,0
SAINT MICHAEL'S MEDICAL CENTER,NJ,READM-30-COPD-HRRP,1.0203,21.5516,21.1218,14,0,0,1,0,0,0
SAINT MICHAEL'S MEDICAL CENTER,NJ,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
SAINT MICHAEL'S MEDICAL CENTER,NJ,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
JFK MEDICAL CENTER,NJ,READM-30-PN-HRRP,1.0060,18.2163,18.1083,166,0,0,0,1,0,0
JFK MEDICAL CENTER,NJ,READM-30-HF-HRRP,1.0090,20.4631,20.2799,149,1,0,0,0,0,0
JFK MEDICAL CENTER,NJ,READM-30-COPD-HRRP,1.0211,19.9413,19.5301,41,0,0,1,0,0,0
JFK MEDICAL CENTER,NJ,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
JFK MEDICAL CENTER,NJ,READM-30-AMI-HRRP,1.0355,15.5631,15.0293,26,0,1,0,0,0,0
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON,NJ,READM-30-PN-HRRP,1.1297,18.6418,16.5020,75,0,0,0,1,0,0
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON,NJ,READM-30-HF-HRRP,1.0456,21.7075,20.7605,92,1,0,0,0,0,0
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON,NJ,READM-30-COPD-HRRP,0.9615,16.9734,17.6536,18,0,0,1,0,0,0
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON,NJ,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON,NJ,READM-30-AMI-HRRP,1.0280,14.4637,14.0702,Too Few to Report,0,1,0,0,0,0
CENTRASTATE MEDICAL CENTER,NJ,READM-30-PN-HRRP,1.0671,16.8999,15.8366,119,0,0,0,1,0,0
CENTRASTATE MEDICAL CENTER,NJ,READM-30-HF-HRRP,1.0249,20.7333,20.2299,150,1,0,0,0,0,0
CENTRASTATE MEDICAL CENTER,NJ,READM-30-COPD-HRRP,1.0269,19.1074,18.6071,50,0,0,1,0,0,0
CENTRASTATE MEDICAL CENTER,NJ,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
